"x","y","phy_con"
-72.750139318,8.749860716,"C"
-72.25013932,8.749860716,"C"
-71.750139322,8.749860716,"C"
-70.750139326,8.749860716,"E"
-70.250139328,8.749860716,"C"
-64.250139352,8.749860716,"B"
-63.750139354,8.749860716,"B"
-62.25013936,8.749860716,"E"
-61.750139362,8.749860716,"C"
-60.750139366,8.749860716,"E"
-59.75013937,8.749860716,"E"
-83.750139274,8.249860718,"C"
-83.250139276,8.249860718,"E"
-82.750139278,8.249860718,"E"
-82.25013928,8.249860718,"E"
-81.750139282,8.249860718,"C"
-81.250139284,8.249860718,"C"
-80.750139286,8.249860718,"B"
-74.250139312,8.249860718,"C"
-73.250139316,8.249860718,"C"
-72.750139318,8.249860718,"C"
-72.25013932,8.249860718,"C"
-71.750139322,8.249860718,"C"
-71.250139324,8.249860718,"C"
-70.750139326,8.249860718,"C"
-63.250139356,8.249860718,"E"
-62.750139358,8.249860718,"E"
-62.25013936,8.249860718,"C"
-61.750139362,8.249860718,"C"
-61.250139364,8.249860718,"C"
-60.750139366,8.249860718,"C"
-60.250139368,8.249860718,"C"
-59.75013937,8.249860718,"E"
-59.250139372,8.249860718,"E"
-81.750139282,7.74986072,"C"
-81.250139284,7.74986072,"C"
-80.750139286,7.74986072,"E"
-74.75013931,7.74986072,"C"
-74.250139312,7.74986072,"C"
-73.250139316,7.74986072,"C"
-72.750139318,7.74986072,"C"
-72.25013932,7.74986072,"C"
-71.750139322,7.74986072,"C"
-71.250139324,7.74986072,"E"
-65.750139346,7.74986072,"B"
-65.250139348,7.74986072,"E"
-64.75013935,7.74986072,"E"
-64.250139352,7.74986072,"E"
-63.750139354,7.74986072,"E"
-63.250139356,7.74986072,"E"
-62.750139358,7.74986072,"E"
-62.25013936,7.74986072,"E"
-61.750139362,7.74986072,"C"
-61.250139364,7.74986072,"C"
-60.750139366,7.74986072,"C"
-60.250139368,7.74986072,"E"
-59.75013937,7.74986072,"E"
-59.250139372,7.74986072,"E"
-58.750139374,7.74986072,"E"
-81.750139282,7.249860722,"E"
-80.750139286,7.249860722,"C"
-75.750139306,7.249860722,"C"
-75.250139308,7.249860722,"C"
-74.250139312,7.249860722,"C"
-73.250139316,7.249860722,"C"
-72.750139318,7.249860722,"C"
-72.25013932,7.249860722,"C"
-66.750139342,7.249860722,"E"
-66.250139344,7.249860722,"C"
-65.750139346,7.249860722,"C"
-65.250139348,7.249860722,"E"
-64.75013935,7.249860722,"C"
-64.250139352,7.249860722,"C"
-63.750139354,7.249860722,"E"
-63.250139356,7.249860722,"E"
-62.750139358,7.249860722,"E"
-62.25013936,7.249860722,"E"
-61.750139362,7.249860722,"B"
-61.250139364,7.249860722,"B"
-60.750139366,7.249860722,"C"
-60.250139368,7.249860722,"C"
-59.75013937,7.249860722,"C"
-59.250139372,7.249860722,"E"
-58.750139374,7.249860722,"E"
-58.250139376,7.249860722,"E"
-75.750139306,6.749860724,"C"
-75.250139308,6.749860724,"C"
-74.75013931,6.749860724,"C"
-73.750139314,6.749860724,"C"
-73.250139316,6.749860724,"C"
-72.750139318,6.749860724,"C"
-71.750139322,6.749860724,"C"
-71.250139324,6.749860724,"C"
-70.750139326,6.749860724,"C"
-70.250139328,6.749860724,"B"
-69.75013933,6.749860724,"B"
-67.25013934,6.749860724,"B"
-66.750139342,6.749860724,"C"
-66.250139344,6.749860724,"C"
-65.750139346,6.749860724,"E"
-65.250139348,6.749860724,"E"
-64.75013935,6.749860724,"E"
-64.250139352,6.749860724,"E"
-63.750139354,6.749860724,"E"
-63.250139356,6.749860724,"C"
-62.750139358,6.749860724,"E"
-62.25013936,6.749860724,"C"
-61.750139362,6.749860724,"B"
-61.250139364,6.749860724,"B"
-60.750139366,6.749860724,"B"
-60.250139368,6.749860724,"C"
-59.75013937,6.749860724,"B"
-59.250139372,6.749860724,"E"
-58.750139374,6.749860724,"E"
-58.250139376,6.749860724,"E"
-57.750139378,6.749860724,"E"
-75.750139306,6.249860726,"C"
-75.250139308,6.249860726,"C"
-74.75013931,6.249860726,"C"
-74.250139312,6.249860726,"C"
-73.750139314,6.249860726,"C"
-72.750139318,6.249860726,"C"
-72.25013932,6.249860726,"C"
-71.750139322,6.249860726,"C"
-71.250139324,6.249860726,"C"
-70.750139326,6.249860726,"C"
-70.250139328,6.249860726,"C"
-69.75013933,6.249860726,"B"
-69.250139332,6.249860726,"E"
-68.750139334,6.249860726,"E"
-68.250139336,6.249860726,"E"
-67.750139338,6.249860726,"B"
-67.25013934,6.249860726,"C"
-66.750139342,6.249860726,"C"
-66.250139344,6.249860726,"C"
-65.750139346,6.249860726,"E"
-65.250139348,6.249860726,"C"
-64.75013935,6.249860726,"E"
-64.250139352,6.249860726,"E"
-63.750139354,6.249860726,"C"
-63.250139356,6.249860726,"E"
-62.750139358,6.249860726,"C"
-62.25013936,6.249860726,"C"
-61.750139362,6.249860726,"B"
-61.250139364,6.249860726,"B"
-60.750139366,6.249860726,"B"
-60.250139368,6.249860726,"C"
-59.75013937,6.249860726,"C"
-59.250139372,6.249860726,"E"
-58.750139374,6.249860726,"E"
-58.250139376,6.249860726,"E"
-57.750139378,6.249860726,"E"
-57.25013938,6.249860726,"E"
-75.750139306,5.749860728,"C"
-75.250139308,5.749860728,"C"
-74.75013931,5.749860728,"C"
-74.250139312,5.749860728,"C"
-72.750139318,5.749860728,"C"
-72.25013932,5.749860728,"C"
-71.750139322,5.749860728,"E"
-71.250139324,5.749860728,"E"
-70.750139326,5.749860728,"C"
-70.250139328,5.749860728,"C"
-69.75013933,5.749860728,"E"
-69.250139332,5.749860728,"C"
-68.750139334,5.749860728,"E"
-68.250139336,5.749860728,"C"
-67.750139338,5.749860728,"E"
-67.25013934,5.749860728,"E"
-66.750139342,5.749860728,"C"
-66.250139344,5.749860728,"C"
-65.750139346,5.749860728,"E"
-65.250139348,5.749860728,"C"
-64.75013935,5.749860728,"E"
-64.250139352,5.749860728,"E"
-63.750139354,5.749860728,"E"
-63.250139356,5.749860728,"E"
-62.750139358,5.749860728,"C"
-62.25013936,5.749860728,"B"
-61.750139362,5.749860728,"B"
-61.250139364,5.749860728,"B"
-60.750139366,5.749860728,"B"
-60.250139368,5.749860728,"B"
-59.75013937,5.749860728,"C"
-59.250139372,5.749860728,"E"
-58.750139374,5.749860728,"E"
-58.250139376,5.749860728,"E"
-57.750139378,5.749860728,"E"
-57.25013938,5.749860728,"C"
-56.750139382,5.749860728,"E"
-56.250139384,5.749860728,"E"
-55.750139386,5.749860728,"E"
-55.250139388,5.749860728,"E"
-54.75013939,5.749860728,"E"
-54.250139392,5.749860728,"E"
-53.750139394,5.749860728,"E"
-53.250139396,5.749860728,"E"
-75.750139306,5.24986073,"C"
-75.250139308,5.24986073,"C"
-74.75013931,5.24986073,"C"
-73.250139316,5.24986073,"C"
-72.750139318,5.24986073,"C"
-72.25013932,5.24986073,"C"
-71.750139322,5.24986073,"C"
-71.250139324,5.24986073,"C"
-70.750139326,5.24986073,"E"
-70.250139328,5.24986073,"E"
-69.75013933,5.24986073,"E"
-69.250139332,5.24986073,"E"
-68.750139334,5.24986073,"E"
-68.250139336,5.24986073,"E"
-67.750139338,5.24986073,"E"
-67.25013934,5.24986073,"E"
-66.750139342,5.24986073,"E"
-66.250139344,5.24986073,"E"
-65.750139346,5.24986073,"E"
-65.250139348,5.24986073,"C"
-64.75013935,5.24986073,"E"
-64.250139352,5.24986073,"E"
-63.750139354,5.24986073,"E"
-63.250139356,5.24986073,"E"
-62.750139358,5.24986073,"E"
-62.25013936,5.24986073,"C"
-61.750139362,5.24986073,"B"
-61.250139364,5.24986073,"B"
-60.750139366,5.24986073,"B"
-60.250139368,5.24986073,"B"
-59.75013937,5.24986073,"C"
-59.250139372,5.24986073,"E"
-58.750139374,5.24986073,"E"
-58.250139376,5.24986073,"E"
-57.750139378,5.24986073,"E"
-57.25013938,5.24986073,"E"
-56.750139382,5.24986073,"E"
-56.250139384,5.24986073,"E"
-55.750139386,5.24986073,"E"
-55.250139388,5.24986073,"E"
-54.75013939,5.24986073,"E"
-54.250139392,5.24986073,"E"
-53.750139394,5.24986073,"E"
-53.250139396,5.24986073,"E"
-52.750139398,5.24986073,"E"
-52.2501394,5.24986073,"E"
-75.250139308,4.749860732,"C"
-73.750139314,4.749860732,"C"
-73.250139316,4.749860732,"C"
-72.750139318,4.749860732,"C"
-72.25013932,4.749860732,"B"
-71.750139322,4.749860732,"C"
-71.250139324,4.749860732,"E"
-70.750139326,4.749860732,"E"
-70.250139328,4.749860732,"E"
-69.75013933,4.749860732,"E"
-69.250139332,4.749860732,"E"
-68.750139334,4.749860732,"E"
-68.250139336,4.749860732,"E"
-67.25013934,4.749860732,"E"
-66.750139342,4.749860732,"C"
-66.250139344,4.749860732,"E"
-65.750139346,4.749860732,"E"
-65.250139348,4.749860732,"E"
-64.75013935,4.749860732,"C"
-64.250139352,4.749860732,"C"
-63.750139354,4.749860732,"E"
-63.250139356,4.749860732,"E"
-62.750139358,4.749860732,"C"
-62.25013936,4.749860732,"C"
-61.750139362,4.749860732,"C"
-61.250139364,4.749860732,"B"
-60.750139366,4.749860732,"B"
-60.250139368,4.749860732,"B"
-59.75013937,4.749860732,"B"
-59.250139372,4.749860732,"E"
-58.750139374,4.749860732,"E"
-58.250139376,4.749860732,"E"
-57.750139378,4.749860732,"E"
-57.25013938,4.749860732,"E"
-56.750139382,4.749860732,"E"
-56.250139384,4.749860732,"C"
-55.750139386,4.749860732,"C"
-55.250139388,4.749860732,"E"
-54.75013939,4.749860732,"E"
-54.250139392,4.749860732,"E"
-53.750139394,4.749860732,"E"
-53.250139396,4.749860732,"C"
-52.750139398,4.749860732,"C"
-52.2501394,4.749860732,"E"
-74.250139312,4.249860734,"C"
-73.750139314,4.249860734,"C"
-73.250139316,4.249860734,"E"
-72.750139318,4.249860734,"E"
-72.25013932,4.249860734,"E"
-71.750139322,4.249860734,"C"
-71.250139324,4.249860734,"E"
-70.750139326,4.249860734,"E"
-70.250139328,4.249860734,"E"
-69.75013933,4.249860734,"E"
-69.250139332,4.249860734,"E"
-68.750139334,4.249860734,"E"
-67.25013934,4.249860734,"E"
-66.750139342,4.249860734,"E"
-65.750139346,4.249860734,"C"
-65.250139348,4.249860734,"C"
-64.75013935,4.249860734,"C"
-64.250139352,4.249860734,"C"
-63.750139354,4.249860734,"C"
-63.250139356,4.249860734,"C"
-62.750139358,4.249860734,"C"
-62.25013936,4.249860734,"C"
-61.750139362,4.249860734,"C"
-61.250139364,4.249860734,"C"
-60.750139366,4.249860734,"B"
-60.250139368,4.249860734,"B"
-59.75013937,4.249860734,"E"
-59.250139372,4.249860734,"E"
-58.750139374,4.249860734,"E"
-58.250139376,4.249860734,"E"
-57.750139378,4.249860734,"E"
-57.25013938,4.249860734,"E"
-56.750139382,4.249860734,"E"
-56.250139384,4.249860734,"C"
-55.750139386,4.249860734,"C"
-55.250139388,4.249860734,"E"
-54.75013939,4.249860734,"E"
-54.250139392,4.249860734,"E"
-53.750139394,4.249860734,"E"
-53.250139396,4.249860734,"C"
-52.750139398,4.249860734,"C"
-52.2501394,4.249860734,"E"
-51.750139402,4.249860734,"E"
-73.750139314,3.749860736,"C"
-73.250139316,3.749860736,"E"
-72.750139318,3.749860736,"E"
-72.25013932,3.749860736,"E"
-71.750139322,3.749860736,"E"
-71.250139324,3.749860736,"E"
-70.750139326,3.749860736,"E"
-70.250139328,3.749860736,"E"
-69.75013933,3.749860736,"E"
-69.250139332,3.749860736,"E"
-68.750139334,3.749860736,"E"
-67.750139338,3.749860736,"E"
-66.750139342,3.749860736,"E"
-65.750139346,3.749860736,"C"
-65.250139348,3.749860736,"C"
-64.75013935,3.749860736,"C"
-64.250139352,3.749860736,"C"
-63.750139354,3.749860736,"C"
-63.250139356,3.749860736,"C"
-62.750139358,3.749860736,"B"
-62.25013936,3.749860736,"C"
-61.750139362,3.749860736,"C"
-61.250139364,3.749860736,"E"
-59.75013937,3.749860736,"E"
-59.250139372,3.749860736,"E"
-58.750139374,3.749860736,"E"
-58.250139376,3.749860736,"E"
-57.750139378,3.749860736,"E"
-57.25013938,3.749860736,"E"
-56.750139382,3.749860736,"E"
-56.250139384,3.749860736,"E"
-55.750139386,3.749860736,"E"
-55.250139388,3.749860736,"C"
-54.75013939,3.749860736,"E"
-54.250139392,3.749860736,"E"
-53.750139394,3.749860736,"C"
-53.250139396,3.749860736,"E"
-52.750139398,3.749860736,"C"
-52.2501394,3.749860736,"E"
-51.750139402,3.749860736,"E"
-51.250139404,3.749860736,"E"
-72.750139318,3.249860738,"E"
-72.25013932,3.249860738,"E"
-71.750139322,3.249860738,"E"
-71.250139324,3.249860738,"E"
-70.750139326,3.249860738,"E"
-70.250139328,3.249860738,"E"
-69.75013933,3.249860738,"C"
-69.250139332,3.249860738,"E"
-67.750139338,3.249860738,"E"
-67.25013934,3.249860738,"E"
-65.750139346,3.249860738,"E"
-65.250139348,3.249860738,"E"
-64.75013935,3.249860738,"C"
-64.250139352,3.249860738,"C"
-63.750139354,3.249860738,"C"
-63.250139356,3.249860738,"C"
-62.750139358,3.249860738,"C"
-62.25013936,3.249860738,"C"
-61.750139362,3.249860738,"C"
-61.250139364,3.249860738,"E"
-60.750139366,3.249860738,"E"
-60.250139368,3.249860738,"E"
-59.75013937,3.249860738,"E"
-59.250139372,3.249860738,"C"
-58.750139374,3.249860738,"E"
-58.250139376,3.249860738,"E"
-57.750139378,3.249860738,"E"
-57.25013938,3.249860738,"C"
-56.750139382,3.249860738,"E"
-56.250139384,3.249860738,"E"
-55.750139386,3.249860738,"E"
-55.250139388,3.249860738,"E"
-54.75013939,3.249860738,"E"
-54.250139392,3.249860738,"C"
-53.750139394,3.249860738,"C"
-53.250139396,3.249860738,"E"
-52.750139398,3.249860738,"E"
-52.2501394,3.249860738,"C"
-51.750139402,3.249860738,"E"
-51.250139404,3.249860738,"E"
-50.750139406,3.249860738,"E"
-72.25013932,2.74986074,"C"
-71.750139322,2.74986074,"E"
-71.250139324,2.74986074,"E"
-70.750139326,2.74986074,"E"
-70.250139328,2.74986074,"C"
-69.75013933,2.74986074,"E"
-69.250139332,2.74986074,"E"
-67.750139338,2.74986074,"E"
-67.25013934,2.74986074,"E"
-66.750139342,2.74986074,"E"
-66.250139344,2.74986074,"E"
-65.750139346,2.74986074,"E"
-65.250139348,2.74986074,"E"
-64.75013935,2.74986074,"C"
-64.250139352,2.74986074,"C"
-63.750139354,2.74986074,"C"
-63.250139356,2.74986074,"C"
-62.750139358,2.74986074,"C"
-62.25013936,2.74986074,"C"
-61.750139362,2.74986074,"C"
-61.250139364,2.74986074,"C"
-60.750139366,2.74986074,"E"
-60.250139368,2.74986074,"E"
-59.75013937,2.74986074,"E"
-59.250139372,2.74986074,"E"
-58.750139374,2.74986074,"E"
-58.250139376,2.74986074,"E"
-57.750139378,2.74986074,"C"
-57.25013938,2.74986074,"E"
-56.750139382,2.74986074,"E"
-56.250139384,2.74986074,"E"
-55.750139386,2.74986074,"C"
-55.250139388,2.74986074,"E"
-54.75013939,2.74986074,"C"
-54.250139392,2.74986074,"C"
-53.750139394,2.74986074,"C"
-53.250139396,2.74986074,"C"
-52.750139398,2.74986074,"E"
-52.2501394,2.74986074,"C"
-51.750139402,2.74986074,"C"
-51.250139404,2.74986074,"E"
-50.750139406,2.74986074,"C"
-72.750139318,2.249860742,"E"
-72.25013932,2.249860742,"E"
-71.750139322,2.249860742,"E"
-71.250139324,2.249860742,"E"
-70.750139326,2.249860742,"E"
-70.250139328,2.249860742,"E"
-69.75013933,2.249860742,"E"
-69.250139332,2.249860742,"E"
-67.25013934,2.249860742,"E"
-66.750139342,2.249860742,"E"
-66.250139344,2.249860742,"E"
-65.750139346,2.249860742,"E"
-65.250139348,2.249860742,"E"
-64.75013935,2.249860742,"E"
-64.250139352,2.249860742,"C"
-63.750139354,2.249860742,"C"
-63.250139356,2.249860742,"C"
-62.750139358,2.249860742,"C"
-62.25013936,2.249860742,"C"
-61.750139362,2.249860742,"C"
-61.250139364,2.249860742,"C"
-60.750139366,2.249860742,"C"
-60.250139368,2.249860742,"E"
-59.75013937,2.249860742,"E"
-59.250139372,2.249860742,"E"
-58.750139374,2.249860742,"E"
-58.250139376,2.249860742,"E"
-57.750139378,2.249860742,"E"
-57.25013938,2.249860742,"E"
-56.750139382,2.249860742,"E"
-56.250139384,2.249860742,"C"
-55.750139386,2.249860742,"C"
-55.250139388,2.249860742,"C"
-54.75013939,2.249860742,"C"
-54.250139392,2.249860742,"E"
-53.750139394,2.249860742,"C"
-53.250139396,2.249860742,"C"
-52.750139398,2.249860742,"C"
-52.2501394,2.249860742,"E"
-51.750139402,2.249860742,"C"
-51.250139404,2.249860742,"C"
-50.750139406,2.249860742,"C"
-50.250139408,2.249860742,"C"
-72.750139318,1.749860744,"E"
-72.25013932,1.749860744,"E"
-71.750139322,1.749860744,"E"
-71.250139324,1.749860744,"C"
-70.750139326,1.749860744,"C"
-70.250139328,1.749860744,"C"
-69.250139332,1.749860744,"E"
-68.750139334,1.749860744,"E"
-68.250139336,1.749860744,"E"
-67.25013934,1.749860744,"E"
-66.750139342,1.749860744,"E"
-66.250139344,1.749860744,"E"
-65.750139346,1.749860744,"E"
-65.250139348,1.749860744,"E"
-64.75013935,1.749860744,"C"
-64.250139352,1.749860744,"C"
-63.750139354,1.749860744,"C"
-63.250139356,1.749860744,"B"
-62.750139358,1.749860744,"C"
-62.25013936,1.749860744,"C"
-61.750139362,1.749860744,"B"
-61.250139364,1.749860744,"E"
-60.750139366,1.749860744,"E"
-60.250139368,1.749860744,"E"
-59.75013937,1.749860744,"E"
-59.250139372,1.749860744,"E"
-58.750139374,1.749860744,"E"
-58.250139376,1.749860744,"E"
-57.750139378,1.749860744,"C"
-57.25013938,1.749860744,"C"
-56.750139382,1.749860744,"C"
-56.250139384,1.749860744,"C"
-55.750139386,1.749860744,"C"
-55.250139388,1.749860744,"C"
-54.75013939,1.749860744,"C"
-54.250139392,1.749860744,"E"
-53.750139394,1.749860744,"C"
