"x","y","phy_con"
-53.250139396,1.749860744,"C"
-52.750139398,1.749860744,"E"
-52.2501394,1.749860744,"E"
-51.750139402,1.749860744,"C"
-51.250139404,1.749860744,"C"
-50.750139406,1.749860744,"C"
-50.250139408,1.749860744,"C"
-73.250139316,1.249860746,"C"
-72.750139318,1.249860746,"E"
-72.25013932,1.249860746,"C"
-71.750139322,1.249860746,"C"
-71.250139324,1.249860746,"C"
-70.750139326,1.249860746,"C"
-70.250139328,1.249860746,"E"
-69.250139332,1.249860746,"E"
-68.750139334,1.249860746,"E"
-68.250139336,1.249860746,"E"
-67.750139338,1.249860746,"E"
-67.25013934,1.249860746,"E"
-66.750139342,1.249860746,"E"
-66.250139344,1.249860746,"E"
-65.750139346,1.249860746,"B"
-65.250139348,1.249860746,"C"
-64.75013935,1.249860746,"C"
-64.250139352,1.249860746,"C"
-63.750139354,1.249860746,"E"
-63.250139356,1.249860746,"C"
-62.750139358,1.249860746,"E"
-62.25013936,1.249860746,"E"
-61.750139362,1.249860746,"E"
-61.250139364,1.249860746,"E"
-60.750139366,1.249860746,"E"
-60.250139368,1.249860746,"E"
-59.75013937,1.249860746,"E"
-59.250139372,1.249860746,"E"
-58.750139374,1.249860746,"C"
-58.250139376,1.249860746,"B"
-57.750139378,1.249860746,"B"
-57.25013938,1.249860746,"E"
-56.750139382,1.249860746,"C"
-56.250139384,1.249860746,"C"
-55.750139386,1.249860746,"C"
-55.250139388,1.249860746,"C"
-54.75013939,1.249860746,"E"
-54.250139392,1.249860746,"E"
-53.750139394,1.249860746,"B"
-53.250139396,1.249860746,"C"
-52.750139398,1.249860746,"C"
-52.2501394,1.249860746,"C"
-51.750139402,1.249860746,"C"
-51.250139404,1.249860746,"C"
-50.750139406,1.249860746,"C"
-50.250139408,1.249860746,"C"
-73.250139316,0.749860747999996,"C"
-72.750139318,0.749860747999996,"E"
-72.25013932,0.749860747999996,"E"
-71.750139322,0.749860747999996,"C"
-71.250139324,0.749860747999996,"C"
-70.750139326,0.749860747999996,"C"
-69.75013933,0.749860747999996,"E"
-69.250139332,0.749860747999996,"E"
-68.750139334,0.749860747999996,"E"
-68.250139336,0.749860747999996,"E"
-67.750139338,0.749860747999996,"E"
-67.25013934,0.749860747999996,"E"
-66.250139344,0.749860747999996,"C"
-65.750139346,0.749860747999996,"C"
-65.250139348,0.749860747999996,"E"
-64.75013935,0.749860747999996,"E"
-64.250139352,0.749860747999996,"E"
-63.750139354,0.749860747999996,"E"
-63.250139356,0.749860747999996,"E"
-62.750139358,0.749860747999996,"E"
-62.25013936,0.749860747999996,"E"
-61.750139362,0.749860747999996,"E"
-61.250139364,0.749860747999996,"E"
-60.750139366,0.749860747999996,"E"
-60.250139368,0.749860747999996,"E"
-59.75013937,0.749860747999996,"E"
-59.250139372,0.749860747999996,"E"
-58.750139374,0.749860747999996,"C"
-58.250139376,0.749860747999996,"C"
-57.750139378,0.749860747999996,"E"
-57.25013938,0.749860747999996,"E"
-56.750139382,0.749860747999996,"C"
-56.250139384,0.749860747999996,"C"
-55.750139386,0.749860747999996,"C"
-55.250139388,0.749860747999996,"C"
-54.75013939,0.749860747999996,"B"
-54.250139392,0.749860747999996,"C"
-53.750139394,0.749860747999996,"C"
-53.250139396,0.749860747999996,"C"
-52.750139398,0.749860747999996,"C"
-52.2501394,0.749860747999996,"C"
-51.750139402,0.749860747999996,"C"
-51.250139404,0.749860747999996,"C"
-50.750139406,0.749860747999996,"C"
-50.250139408,0.749860747999996,"C"
-73.250139316,0.249860749999996,"C"
-72.750139318,0.249860749999996,"E"
-72.25013932,0.249860749999996,"E"
-71.750139322,0.249860749999996,"C"
-71.250139324,0.249860749999996,"C"
-70.750139326,0.249860749999996,"C"
-70.250139328,0.249860749999996,"C"
-69.75013933,0.249860749999996,"E"
-69.250139332,0.249860749999996,"E"
-68.750139334,0.249860749999996,"E"
-68.250139336,0.249860749999996,"E"
-67.750139338,0.249860749999996,"E"
-67.25013934,0.249860749999996,"E"
-66.750139342,0.249860749999996,"E"
-66.250139344,0.249860749999996,"E"
-65.750139346,0.249860749999996,"E"
-65.250139348,0.249860749999996,"E"
-64.75013935,0.249860749999996,"E"
-64.250139352,0.249860749999996,"E"
-63.750139354,0.249860749999996,"E"
-63.250139356,0.249860749999996,"E"
-62.750139358,0.249860749999996,"E"
-62.25013936,0.249860749999996,"E"
-61.750139362,0.249860749999996,"E"
-61.250139364,0.249860749999996,"E"
-60.750139366,0.249860749999996,"E"
-60.250139368,0.249860749999996,"E"
-59.75013937,0.249860749999996,"E"
-59.250139372,0.249860749999996,"E"
-58.750139374,0.249860749999996,"E"
-58.250139376,0.249860749999996,"E"
-57.750139378,0.249860749999996,"E"
-57.25013938,0.249860749999996,"C"
-56.750139382,0.249860749999996,"C"
-56.250139384,0.249860749999996,"C"
-55.750139386,0.249860749999996,"C"
-55.250139388,0.249860749999996,"E"
-54.75013939,0.249860749999996,"C"
-54.250139392,0.249860749999996,"C"
-53.750139394,0.249860749999996,"C"
-53.250139396,0.249860749999996,"C"
-52.750139398,0.249860749999996,"C"
-52.2501394,0.249860749999996,"C"
-51.750139402,0.249860749999996,"C"
-51.250139404,0.249860749999996,"C"
-50.750139406,0.249860749999996,"C"
-50.250139408,0.249860749999996,"C"
-49.75013941,0.249860749999996,"C"
-49.250139412,0.249860749999996,"C"
-73.250139316,-0.250139248000004,"C"
-72.750139318,-0.250139248000004,"E"
-72.25013932,-0.250139248000004,"E"
-71.750139322,-0.250139248000004,"C"
-71.250139324,-0.250139248000004,"C"
-70.750139326,-0.250139248000004,"C"
-70.250139328,-0.250139248000004,"B"
-69.75013933,-0.250139248000004,"C"
-69.250139332,-0.250139248000004,"E"
-68.750139334,-0.250139248000004,"E"
-68.250139336,-0.250139248000004,"E"
-67.750139338,-0.250139248000004,"E"
-67.25013934,-0.250139248000004,"E"
-66.750139342,-0.250139248000004,"E"
-66.250139344,-0.250139248000004,"E"
-65.750139346,-0.250139248000004,"E"
-65.250139348,-0.250139248000004,"E"
-64.75013935,-0.250139248000004,"E"
-64.250139352,-0.250139248000004,"E"
-63.750139354,-0.250139248000004,"E"
-63.250139356,-0.250139248000004,"E"
-62.750139358,-0.250139248000004,"E"
-62.25013936,-0.250139248000004,"E"
-61.750139362,-0.250139248000004,"E"
-61.250139364,-0.250139248000004,"E"
-60.750139366,-0.250139248000004,"E"
-60.250139368,-0.250139248000004,"E"
-59.75013937,-0.250139248000004,"E"
-59.250139372,-0.250139248000004,"E"
-58.750139374,-0.250139248000004,"E"
-58.250139376,-0.250139248000004,"C"
-57.750139378,-0.250139248000004,"C"
-57.25013938,-0.250139248000004,"E"
-56.750139382,-0.250139248000004,"C"
-56.250139384,-0.250139248000004,"C"
-55.750139386,-0.250139248000004,"C"
-55.250139388,-0.250139248000004,"C"
-54.75013939,-0.250139248000004,"C"
-54.250139392,-0.250139248000004,"C"
-53.750139394,-0.250139248000004,"C"
-53.250139396,-0.250139248000004,"C"
-52.750139398,-0.250139248000004,"E"
-52.2501394,-0.250139248000004,"C"
-51.750139402,-0.250139248000004,"C"
-51.250139404,-0.250139248000004,"C"
-50.750139406,-0.250139248000004,"C"
-50.250139408,-0.250139248000004,"E"
-49.75013941,-0.250139248000004,"E"
-49.250139412,-0.250139248000004,"E"
-48.750139414,-0.250139248000004,"C"
-48.250139416,-0.250139248000004,"C"
-73.250139316,-0.750139246000003,"C"
-72.750139318,-0.750139246000003,"C"
-72.25013932,-0.750139246000003,"C"
-71.750139322,-0.750139246000003,"C"
-71.250139324,-0.750139246000003,"B"
-70.250139328,-0.750139246000003,"B"
-69.75013933,-0.750139246000003,"B"
-69.250139332,-0.750139246000003,"C"
-68.750139334,-0.750139246000003,"E"
-68.250139336,-0.750139246000003,"E"
-67.750139338,-0.750139246000003,"E"
-67.25013934,-0.750139246000003,"E"
-66.750139342,-0.750139246000003,"E"
-66.250139344,-0.750139246000003,"E"
-65.750139346,-0.750139246000003,"E"
-65.250139348,-0.750139246000003,"E"
-64.75013935,-0.750139246000003,"E"
-64.250139352,-0.750139246000003,"E"
-63.750139354,-0.750139246000003,"E"
-63.250139356,-0.750139246000003,"E"
-62.750139358,-0.750139246000003,"E"
-62.25013936,-0.750139246000003,"E"
-61.750139362,-0.750139246000003,"E"
-60.750139366,-0.750139246000003,"E"
-60.250139368,-0.750139246000003,"E"
-59.250139372,-0.750139246000003,"E"
-58.750139374,-0.750139246000003,"E"
-58.250139376,-0.750139246000003,"E"
-57.750139378,-0.750139246000003,"E"
-57.25013938,-0.750139246000003,"C"
-56.750139382,-0.750139246000003,"C"
-56.250139384,-0.750139246000003,"C"
-55.750139386,-0.750139246000003,"C"
-55.250139388,-0.750139246000003,"C"
-54.75013939,-0.750139246000003,"C"
-54.250139392,-0.750139246000003,"C"
-53.750139394,-0.750139246000003,"C"
-53.250139396,-0.750139246000003,"C"
-52.750139398,-0.750139246000003,"C"
-52.2501394,-0.750139246000003,"C"
-51.750139402,-0.750139246000003,"C"
-51.250139404,-0.750139246000003,"C"
-50.750139406,-0.750139246000003,"C"
-50.250139408,-0.750139246000003,"C"
-49.75013941,-0.750139246000003,"E"
-49.250139412,-0.750139246000003,"E"
-48.750139414,-0.750139246000003,"E"
-48.250139416,-0.750139246000003,"E"
-47.750139418,-0.750139246000003,"C"
-47.25013942,-0.750139246000003,"C"
-46.750139422,-0.750139246000003,"C"
-73.250139316,-1.250139244,"C"
-72.750139318,-1.250139244,"C"
-72.25013932,-1.250139244,"C"
-71.750139322,-1.250139244,"B"
-69.250139332,-1.250139244,"C"
-68.750139334,-1.250139244,"E"
-68.250139336,-1.250139244,"E"
-67.750139338,-1.250139244,"E"
-67.25013934,-1.250139244,"E"
-66.750139342,-1.250139244,"E"
-66.250139344,-1.250139244,"E"
-65.750139346,-1.250139244,"E"
-65.250139348,-1.250139244,"E"
-63.250139356,-1.250139244,"E"
-62.750139358,-1.250139244,"E"
-60.250139368,-1.250139244,"E"
-59.75013937,-1.250139244,"E"
-58.750139374,-1.250139244,"E"
-58.250139376,-1.250139244,"C"
-57.750139378,-1.250139244,"C"
-57.25013938,-1.250139244,"C"
-56.750139382,-1.250139244,"C"
-56.250139384,-1.250139244,"C"
-55.750139386,-1.250139244,"C"
-55.250139388,-1.250139244,"C"
-54.75013939,-1.250139244,"C"
-54.250139392,-1.250139244,"C"
-53.750139394,-1.250139244,"C"
-53.250139396,-1.250139244,"C"
-52.750139398,-1.250139244,"C"
-52.2501394,-1.250139244,"C"
-51.750139402,-1.250139244,"C"
-51.250139404,-1.250139244,"C"
-50.750139406,-1.250139244,"C"
-50.250139408,-1.250139244,"C"
-49.75013941,-1.250139244,"C"
-49.250139412,-1.250139244,"E"
-48.750139414,-1.250139244,"E"
-48.250139416,-1.250139244,"E"
-47.750139418,-1.250139244,"E"
-47.25013942,-1.250139244,"E"
-46.750139422,-1.250139244,"C"
-46.250139424,-1.250139244,"C"
-45.750139426,-1.250139244,"C"
-72.750139318,-1.750139242,"B"
-72.25013932,-1.750139242,"B"
-71.750139322,-1.750139242,"B"
-71.250139324,-1.750139242,"B"
-69.250139332,-1.750139242,"C"
-68.750139334,-1.750139242,"B"
-68.250139336,-1.750139242,"C"
-67.750139338,-1.750139242,"E"
-67.25013934,-1.750139242,"E"
-66.750139342,-1.750139242,"E"
-66.250139344,-1.750139242,"E"
-65.750139346,-1.750139242,"E"
-65.250139348,-1.750139242,"E"
-59.75013937,-1.750139242,"E"
-59.250139372,-1.750139242,"E"
-58.750139374,-1.750139242,"E"
-58.250139376,-1.750139242,"E"
-57.750139378,-1.750139242,"E"
-57.25013938,-1.750139242,"C"
-56.750139382,-1.750139242,"C"
-56.250139384,-1.750139242,"C"
-55.750139386,-1.750139242,"C"
-55.250139388,-1.750139242,"C"
-54.75013939,-1.750139242,"C"
-54.250139392,-1.750139242,"C"
-53.750139394,-1.750139242,"B"
-53.250139396,-1.750139242,"C"
-52.2501394,-1.750139242,"C"
-51.750139402,-1.750139242,"C"
-51.250139404,-1.750139242,"C"
-50.750139406,-1.750139242,"C"
-50.250139408,-1.750139242,"C"
-49.75013941,-1.750139242,"C"
-49.250139412,-1.750139242,"E"
-48.750139414,-1.750139242,"C"
-48.250139416,-1.750139242,"C"
-47.750139418,-1.750139242,"C"
-47.25013942,-1.750139242,"C"
-46.750139422,-1.750139242,"E"
-46.250139424,-1.750139242,"C"
-45.750139426,-1.750139242,"C"
-72.750139318,-2.25013924,"C"
-72.25013932,-2.25013924,"B"
-71.750139322,-2.25013924,"C"
-71.250139324,-2.25013924,"E"
-68.750139334,-2.25013924,"E"
-67.750139338,-2.25013924,"E"
-67.25013934,-2.25013924,"E"
-66.750139342,-2.25013924,"E"
-66.250139344,-2.25013924,"E"
-65.750139346,-2.25013924,"E"
-65.250139348,-2.25013924,"E"
-59.250139372,-2.25013924,"E"
-58.750139374,-2.25013924,"E"
-58.250139376,-2.25013924,"E"
-57.750139378,-2.25013924,"C"
-57.25013938,-2.25013924,"C"
-56.750139382,-2.25013924,"C"
-56.250139384,-2.25013924,"C"
-55.750139386,-2.25013924,"E"
-55.250139388,-2.25013924,"B"
-54.250139392,-2.25013924,"B"
-53.750139394,-2.25013924,"C"
-53.250139396,-2.25013924,"C"
-52.750139398,-2.25013924,"C"
-52.2501394,-2.25013924,"E"
-51.750139402,-2.25013924,"E"
-51.250139404,-2.25013924,"E"
-50.750139406,-2.25013924,"E"
-50.250139408,-2.25013924,"E"
-49.75013941,-2.25013924,"E"
-49.250139412,-2.25013924,"E"
-48.750139414,-2.25013924,"C"
-48.250139416,-2.25013924,"E"
-47.750139418,-2.25013924,"E"
-47.25013942,-2.25013924,"E"
-46.750139422,-2.25013924,"E"
-46.250139424,-2.25013924,"C"
-45.750139426,-2.25013924,"C"
-72.25013932,-2.750139238,"E"
-71.750139322,-2.750139238,"E"
-71.250139324,-2.750139238,"E"
-70.750139326,-2.750139238,"E"
-70.250139328,-2.750139238,"C"
-69.75013933,-2.750139238,"C"
-69.250139332,-2.750139238,"B"
-68.750139334,-2.750139238,"B"
-68.250139336,-2.750139238,"E"
-67.750139338,-2.750139238,"E"
-67.25013934,-2.750139238,"E"
-66.750139342,-2.750139238,"E"
-66.250139344,-2.750139238,"E"
-65.750139346,-2.750139238,"E"
-65.250139348,-2.750139238,"E"
-64.75013935,-2.750139238,"E"
-59.75013937,-2.750139238,"C"
-59.250139372,-2.750139238,"E"
-58.750139374,-2.750139238,"E"
-58.250139376,-2.750139238,"C"
-57.750139378,-2.750139238,"E"
-57.25013938,-2.750139238,"C"
-56.750139382,-2.750139238,"E"
-56.250139384,-2.750139238,"E"
-55.750139386,-2.750139238,"E"
-55.250139388,-2.750139238,"E"
-54.75013939,-2.750139238,"C"
-54.250139392,-2.750139238,"C"
-53.750139394,-2.750139238,"E"
-53.250139396,-2.750139238,"C"
-52.2501394,-2.750139238,"C"
-51.750139402,-2.750139238,"E"
-51.250139404,-2.750139238,"E"
-50.750139406,-2.750139238,"E"
-50.250139408,-2.750139238,"E"
-49.75013941,-2.750139238,"E"
-49.250139412,-2.750139238,"E"
-48.750139414,-2.750139238,"E"
-48.250139416,-2.750139238,"E"
-47.750139418,-2.750139238,"E"
-47.25013942,-2.750139238,"E"
-46.750139422,-2.750139238,"C"
-46.250139424,-2.750139238,"C"
-45.750139426,-2.750139238,"C"
-45.250139428,-2.750139238,"C"
-44.250139432,-2.750139238,"C"
-72.25013932,-3.250139236,"C"
-71.750139322,-3.250139236,"C"
-70.750139326,-3.250139236,"E"
-70.250139328,-3.250139236,"B"
-69.75013933,-3.250139236,"B"
-69.250139332,-3.250139236,"C"
-68.750139334,-3.250139236,"C"
-68.250139336,-3.250139236,"E"
-67.750139338,-3.250139236,"E"
-67.25013934,-3.250139236,"E"
-66.250139344,-3.250139236,"E"
-64.75013935,-3.250139236,"E"
-59.75013937,-3.250139236,"E"
-59.250139372,-3.250139236,"E"
-58.750139374,-3.250139236,"C"
-58.250139376,-3.250139236,"E"
-57.750139378,-3.250139236,"E"
-57.25013938,-3.250139236,"E"
-56.750139382,-3.250139236,"E"
-56.250139384,-3.250139236,"E"
-55.750139386,-3.250139236,"E"
-55.250139388,-3.250139236,"E"
-54.75013939,-3.250139236,"E"
-54.250139392,-3.250139236,"C"
-53.750139394,-3.250139236,"C"
-53.250139396,-3.250139236,"C"
-52.750139398,-3.250139236,"E"
-52.2501394,-3.250139236,"E"
-51.750139402,-3.250139236,"E"
-51.250139404,-3.250139236,"E"
-50.750139406,-3.250139236,"E"
-50.250139408,-3.250139236,"C"
-49.75013941,-3.250139236,"E"
-49.250139412,-3.250139236,"E"
-48.750139414,-3.250139236,"E"
-48.250139416,-3.250139236,"E"
-47.750139418,-3.250139236,"E"
-47.25013942,-3.250139236,"E"
-46.750139422,-3.250139236,"C"
-46.250139424,-3.250139236,"C"
-45.750139426,-3.250139236,"E"
-45.250139428,-3.250139236,"E"
-44.75013943,-3.250139236,"C"
-44.250139432,-3.250139236,"B"
-43.750139434,-3.250139236,"B"
-70.250139328,-3.750139234,"C"
-69.75013933,-3.750139234,"C"
-69.250139332,-3.750139234,"C"
-68.750139334,-3.750139234,"C"
-68.250139336,-3.750139234,"E"
-67.750139338,-3.750139234,"E"
-62.25013936,-3.750139234,"E"
-61.750139362,-3.750139234,"E"
-61.250139364,-3.750139234,"E"
-59.75013937,-3.750139234,"E"
-59.250139372,-3.750139234,"E"
-58.750139374,-3.750139234,"E"
-58.250139376,-3.750139234,"E"
-57.750139378,-3.750139234,"E"
-57.25013938,-3.750139234,"E"
-56.750139382,-3.750139234,"E"
-56.250139384,-3.750139234,"E"
-55.750139386,-3.750139234,"E"
-55.250139388,-3.750139234,"E"
-54.75013939,-3.750139234,"C"
-54.250139392,-3.750139234,"C"
-53.750139394,-3.750139234,"C"
-53.250139396,-3.750139234,"C"
-52.750139398,-3.750139234,"C"
-52.2501394,-3.750139234,"E"
-51.750139402,-3.750139234,"E"
-51.250139404,-3.750139234,"C"
-50.750139406,-3.750139234,"E"
-50.250139408,-3.750139234,"C"
-49.75013941,-3.750139234,"C"
-49.250139412,-3.750139234,"C"
-48.750139414,-3.750139234,"C"
-48.250139416,-3.750139234,"C"
-47.750139418,-3.750139234,"E"
-47.25013942,-3.750139234,"C"
-46.750139422,-3.750139234,"C"
-46.250139424,-3.750139234,"C"
-45.750139426,-3.750139234,"C"
-45.250139428,-3.750139234,"E"
-44.75013943,-3.750139234,"E"
-44.250139432,-3.750139234,"E"
-43.750139434,-3.750139234,"E"
-43.250139436,-3.750139234,"B"
-41.250139444,-3.750139234,"B"
-40.750139446,-3.750139234,"B"
-69.75013933,-4.250139232,"C"
-69.250139332,-4.250139232,"C"
-61.750139362,-4.250139232,"E"
-60.250139368,-4.250139232,"E"
-59.75013937,-4.250139232,"E"
-59.250139372,-4.250139232,"E"
-58.750139374,-4.250139232,"E"
-58.250139376,-4.250139232,"E"
-57.750139378,-4.250139232,"E"
-57.25013938,-4.250139232,"E"
-56.750139382,-4.250139232,"E"
-56.250139384,-4.250139232,"E"
-55.750139386,-4.250139232,"E"
-55.250139388,-4.250139232,"C"
-54.75013939,-4.250139232,"C"
-54.250139392,-4.250139232,"C"
-53.750139394,-4.250139232,"E"
-53.250139396,-4.250139232,"E"
-52.750139398,-4.250139232,"E"
-52.2501394,-4.250139232,"E"
-51.750139402,-4.250139232,"C"
-51.250139404,-4.250139232,"E"
-50.750139406,-4.250139232,"C"
-50.250139408,-4.250139232,"C"
-49.75013941,-4.250139232,"C"
-49.250139412,-4.250139232,"C"
-48.750139414,-4.250139232,"C"
-48.250139416,-4.250139232,"C"
-47.750139418,-4.250139232,"C"
-47.25013942,-4.250139232,"E"
-46.750139422,-4.250139232,"B"
-46.250139424,-4.250139232,"B"
-45.750139426,-4.250139232,"C"
-45.250139428,-4.250139232,"B"
-44.75013943,-4.250139232,"B"
-44.250139432,-4.250139232,"E"
-43.750139434,-4.250139232,"B"
-43.250139436,-4.250139232,"B"
-41.250139444,-4.250139232,"B"
-40.750139446,-4.250139232,"B"
-70.250139328,-4.75013923,"C"
-69.75013933,-4.75013923,"C"
-69.250139332,-4.75013923,"C"
-59.75013937,-4.75013923,"E"
-58.750139374,-4.75013923,"E"
-58.250139376,-4.75013923,"E"
-57.750139378,-4.75013923,"E"
-57.25013938,-4.75013923,"E"
-56.750139382,-4.75013923,"E"
-56.250139384,-4.75013923,"C"
-55.750139386,-4.75013923,"C"
-55.250139388,-4.75013923,"C"
-54.75013939,-4.75013923,"C"
-54.250139392,-4.75013923,"E"
-53.750139394,-4.75013923,"E"
-53.250139396,-4.75013923,"E"
-52.750139398,-4.75013923,"E"
-52.2501394,-4.75013923,"E"
-51.750139402,-4.75013923,"C"
-51.250139404,-4.75013923,"E"
-50.750139406,-4.75013923,"C"
-50.250139408,-4.75013923,"C"
-49.75013941,-4.75013923,"C"
-49.250139412,-4.75013923,"C"
-48.750139414,-4.75013923,"C"
-48.250139416,-4.75013923,"C"
-47.750139418,-4.75013923,"C"
-47.25013942,-4.75013923,"E"
-46.750139422,-4.75013923,"B"
-46.250139424,-4.75013923,"B"
-45.750139426,-4.75013923,"C"
-45.250139428,-4.75013923,"B"
-44.75013943,-4.75013923,"B"
-44.250139432,-4.75013923,"B"
-43.750139434,-4.75013923,"B"
-40.750139446,-4.75013923,"B"
-40.250139448,-4.75013923,"B"
-68.250139336,-5.250139228,"C"
-67.750139338,-5.250139228,"E"
-58.750139374,-5.250139228,"E"
-58.250139376,-5.250139228,"E"
-57.750139378,-5.250139228,"E"
-57.25013938,-5.250139228,"E"
-56.750139382,-5.250139228,"E"
-56.250139384,-5.250139228,"E"
-55.750139386,-5.250139228,"C"
-55.250139388,-5.250139228,"C"
-54.75013939,-5.250139228,"E"
-54.250139392,-5.250139228,"E"
-53.750139394,-5.250139228,"E"
-53.250139396,-5.250139228,"B"
-52.750139398,-5.250139228,"B"
-52.2501394,-5.250139228,"E"
-51.750139402,-5.250139228,"C"
-51.250139404,-5.250139228,"E"
-50.750139406,-5.250139228,"C"
-50.250139408,-5.250139228,"C"
-49.75013941,-5.250139228,"C"
-49.250139412,-5.250139228,"C"
-48.750139414,-5.250139228,"C"
-48.250139416,-5.250139228,"C"
-47.750139418,-5.250139228,"B"
-47.25013942,-5.250139228,"B"
-46.750139422,-5.250139228,"B"
-46.250139424,-5.250139228,"B"
-45.750139426,-5.250139228,"B"
-45.250139428,-5.250139228,"B"
-44.250139432,-5.250139228,"B"
-40.750139446,-5.250139228,"B"
-68.750139334,-5.750139226,"C"
-68.250139336,-5.750139226,"C"
-59.75013937,-5.750139226,"E"
-59.250139372,-5.750139226,"E"
-58.750139374,-5.750139226,"E"
-58.250139376,-5.750139226,"E"
-57.750139378,-5.750139226,"C"
-57.25013938,-5.750139226,"E"
-56.750139382,-5.750139226,"E"
-56.250139384,-5.750139226,"C"
-55.750139386,-5.750139226,"E"
-55.250139388,-5.750139226,"B"
-54.75013939,-5.750139226,"B"
-54.250139392,-5.750139226,"E"
-53.750139394,-5.750139226,"C"
-53.250139396,-5.750139226,"C"
-52.750139398,-5.750139226,"C"
-52.2501394,-5.750139226,"C"
-51.750139402,-5.750139226,"C"
-51.250139404,-5.750139226,"C"
-50.750139406,-5.750139226,"C"
-50.250139408,-5.750139226,"C"
-49.75013941,-5.750139226,"C"
-49.250139412,-5.750139226,"C"
-48.750139414,-5.750139226,"E"
-48.250139416,-5.750139226,"C"
-47.750139418,-5.750139226,"B"
-47.25013942,-5.750139226,"C"
-44.250139432,-5.750139226,"B"
-40.750139446,-5.750139226,"B"
-36.250139464,-5.750139226,"B"
-69.250139332,-6.250139224,"C"
-68.750139334,-6.250139224,"C"
-68.250139336,-6.250139224,"C"
-60.750139366,-6.250139224,"E"
-60.250139368,-6.250139224,"E"
-59.75013937,-6.250139224,"E"
-59.250139372,-6.250139224,"E"
-58.750139374,-6.250139224,"E"
-58.250139376,-6.250139224,"E"
-57.750139378,-6.250139224,"E"
-57.25013938,-6.250139224,"C"
-56.750139382,-6.250139224,"C"
-56.250139384,-6.250139224,"C"
-55.750139386,-6.250139224,"B"
-55.250139388,-6.250139224,"B"
-54.75013939,-6.250139224,"B"
-54.250139392,-6.250139224,"B"
-53.750139394,-6.250139224,"C"
-53.250139396,-6.250139224,"C"
-52.750139398,-6.250139224,"C"
-52.2501394,-6.250139224,"C"
-51.750139402,-6.250139224,"C"
-51.250139404,-6.250139224,"C"
-50.750139406,-6.250139224,"C"
-50.250139408,-6.250139224,"C"
-49.75013941,-6.250139224,"C"
-49.250139412,-6.250139224,"E"
-48.750139414,-6.250139224,"B"
-48.250139416,-6.250139224,"B"
-47.750139418,-6.250139224,"B"
-46.250139424,-6.250139224,"C"
-45.750139426,-6.250139224,"B"
-45.250139428,-6.250139224,"B"
-44.75013943,-6.250139224,"B"
-44.250139432,-6.250139224,"B"
-43.750139434,-6.250139224,"B"
-40.750139446,-6.250139224,"B"
-38.750139454,-6.250139224,"C"
-36.750139462,-6.250139224,"B"
-36.250139464,-6.250139224,"B"
-35.750139466,-6.250139224,"B"
-61.250139364,-6.750139222,"E"
-60.750139366,-6.750139222,"E"
-60.250139368,-6.750139222,"E"
-59.75013937,-6.750139222,"E"
-59.250139372,-6.750139222,"E"
-58.750139374,-6.750139222,"E"
-58.250139376,-6.750139222,"E"
-57.750139378,-6.750139222,"E"
-57.25013938,-6.750139222,"C"
-56.750139382,-6.750139222,"C"
-56.250139384,-6.750139222,"C"
-55.750139386,-6.750139222,"E"
-55.250139388,-6.750139222,"B"
-54.75013939,-6.750139222,"B"
-54.250139392,-6.750139222,"B"
-53.750139394,-6.750139222,"B"
-53.250139396,-6.750139222,"C"
-52.750139398,-6.750139222,"C"
-52.2501394,-6.750139222,"C"
-51.750139402,-6.750139222,"C"
-51.250139404,-6.750139222,"C"
-50.750139406,-6.750139222,"C"
-50.250139408,-6.750139222,"B"
-49.75013941,-6.750139222,"B"
-49.250139412,-6.750139222,"E"
-48.750139414,-6.750139222,"B"
-48.250139416,-6.750139222,"B"
-46.250139424,-6.750139222,"B"
-45.750139426,-6.750139222,"B"
-45.250139428,-6.750139222,"B"
-44.75013943,-6.750139222,"B"
-40.750139446,-6.750139222,"B"
-39.75013945,-6.750139222,"B"
-39.250139452,-6.750139222,"B"
-36.750139462,-6.750139222,"B"
-36.250139464,-6.750139222,"B"
-35.750139466,-6.750139222,"B"
-71.750139322,-7.25013922,"C"
-71.250139324,-7.25013922,"C"
-70.750139326,-7.25013922,"C"
-69.75013933,-7.25013922,"C"
-69.250139332,-7.25013922,"C"
-68.750139334,-7.25013922,"C"
-67.750139338,-7.25013922,"C"
-67.25013934,-7.25013922,"C"
-66.750139342,-7.25013922,"C"
-61.750139362,-7.25013922,"E"
-61.250139364,-7.25013922,"E"
-60.750139366,-7.25013922,"E"
-60.250139368,-7.25013922,"E"
-59.75013937,-7.25013922,"E"
-59.250139372,-7.25013922,"E"
-58.750139374,-7.25013922,"E"
-58.250139376,-7.25013922,"E"
-57.750139378,-7.25013922,"E"
-57.25013938,-7.25013922,"C"
-56.750139382,-7.25013922,"C"
-56.250139384,-7.25013922,"E"
-55.750139386,-7.25013922,"E"
-55.250139388,-7.25013922,"C"
-54.75013939,-7.25013922,"C"
-54.250139392,-7.25013922,"B"
-53.750139394,-7.25013922,"B"
-53.250139396,-7.25013922,"C"
-52.750139398,-7.25013922,"C"
-52.2501394,-7.25013922,"C"
-51.750139402,-7.25013922,"C"
-51.250139404,-7.25013922,"C"
-50.750139406,-7.25013922,"C"
-50.250139408,-7.25013922,"E"
-49.75013941,-7.25013922,"E"
-49.250139412,-7.25013922,"B"
-48.750139414,-7.25013922,"C"
-48.250139416,-7.25013922,"B"
