"","x","y","phy_con","age_bsm_mean","age_bsm_sd","DR_jetz","DR_insitu_bsm_mean","DR_insitu_bsm_sd","DR_prop_bsm_mean","DR_prop_bsm_sd"
"36",-72.750139318,19.249860674,"C",6.08144675362412,3.03983908654787,0.111170749119412,0.143321017930613,0.0255324773042428,0.343025199328299,0.0770774342130471
"37",-72.25013932,19.249860674,"B",6.76017519248491,2.09863332801821,0.12779430654028,0.154834627907286,0.0342037786367497,0.356392777433596,0.0322055182934344
"38",-71.750139322,19.249860674,"B",6.76017519248491,2.09863332801821,0.12779430654028,0.154834627907286,0.0342037786367497,0.356392777433596,0.0322055182934344
"39",-71.250139324,19.249860674,"B",10.0035023352017,2.27755515711834,0.105131545689146,0.102786038724574,0.00638638659951458,0.415956764290005,0.0292723045727272
"40",-70.750139326,19.249860674,"B",10.0035023352017,2.27755515711834,0.105131545689146,0.102786038724574,0.00638638659951458,0.415956764290005,0.0292723045727272
"41",-89.250139252,18.749860676,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"42",-88.750139254,18.749860676,"C",6.08144675362412,3.03983908654787,0.0851313497835603,0.143321017930613,0.0255324773042428,0.468748779469444,0.105327402426267
"43",-88.250139256,18.749860676,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"44",-74.250139312,18.749860676,"C",6.08144675362412,3.03983908654787,0.111170749119412,0.143321017930613,0.0255324773042428,0.343025199328299,0.0770774342130471
"45",-72.750139318,18.749860676,"B",6.76017519248491,2.09863332801821,0.12779430654028,0.154834627907286,0.0342037786367497,0.356392777433596,0.0322055182934344
"46",-72.25013932,18.749860676,"B",6.76017519248491,2.09863332801821,0.12779430654028,0.154834627907286,0.0342037786367497,0.356392777433596,0.0322055182934344
"47",-71.750139322,18.749860676,"B",6.76017519248491,2.09863332801821,0.12779430654028,0.154834627907286,0.0342037786367497,0.356392777433596,0.0322055182934344
"48",-70.750139326,18.749860676,"B",10.0035023352017,2.27755515711834,0.105131545689146,0.102786038724574,0.00638638659951458,0.415956764290005,0.0292723045727272
"49",-68.750139334,18.749860676,"C",6.08144675362412,3.03983908654787,0.111170749119412,0.143321017930613,0.0255324773042428,0.343025199328299,0.0770774342130471
"50",-68.250139336,18.749860676,"C",6.08144675362412,3.03983908654787,0.111170749119412,0.143321017930613,0.0255324773042428,0.343025199328299,0.0770774342130471
"51",-95.250139228,18.249860678,"C",6.08144675362412,3.03983908654787,0.0851313497835603,0.143321017930613,0.0255324773042428,0.468748779469444,0.105327402426267
"52",-94.75013923,18.249860678,"C",6.08144675362412,3.03983908654787,0.0851313497835603,0.143321017930613,0.0255324773042428,0.468748779469444,0.105327402426267
"53",-89.75013925,18.249860678,"B",19.9408961570847,6.01540647085466,0.0794914667039779,0.0922815325515541,0.0158992458813143,0.899702295769095,0.105252537703578
"54",-89.250139252,18.249860678,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"55",-74.250139312,18.249860678,"B",6.76017519248491,2.09863332801821,0.12779430654028,0.154834627907286,0.0342037786367497,0.356392777433596,0.0322055182934344
"56",-73.750139314,18.249860678,"B",6.76017519248491,2.09863332801821,0.12779430654028,0.154834627907286,0.0342037786367497,0.356392777433596,0.0322055182934344
"57",-73.250139316,18.249860678,"C",6.08144675362412,3.03983908654787,0.111170749119412,0.143321017930613,0.0255324773042428,0.343025199328299,0.0770774342130471
"58",-65.750139346,18.249860678,"C",6.3987429214872,2.28334467714477,0.1065816998608,0.13854942536117,0.0210577187064414,0.424309168857538,0.0693401182129228
"59",-93.250139236,17.74986068,"C",7.21922869039978,3.52536000842525,0.0861527970827191,0.143321017930613,0.0255324773042428,0.465001276384213,0.104485342067201
"60",-92.750139238,17.74986068,"C",7.21922869039978,3.52536000842525,0.0861527970827191,0.143321017930613,0.0255324773042428,0.465001276384213,0.104485342067201
"61",-92.25013924,17.74986068,"C",7.21922869039978,3.52536000842525,0.0861527970827191,0.143321017930613,0.0255324773042428,0.465001276384213,0.104485342067201
"62",-89.75013925,17.74986068,"B",19.9408961570847,6.01540647085466,0.0794914667039779,0.0922815325515541,0.0158992458813143,0.899702295769095,0.105252537703578
"63",-89.250139252,17.74986068,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"64",-94.250139232,17.249860682,"C",6.08144675362412,3.03983908654787,0.0851313497835603,0.143321017930613,0.0255324773042428,0.468748779469444,0.105327402426267
"65",-93.750139234,17.249860682,"C",6.08144675362412,3.03983908654787,0.0851313497835603,0.143321017930613,0.0255324773042428,0.468748779469444,0.105327402426267
"66",-93.250139236,17.249860682,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"67",-92.750139238,17.249860682,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"68",-92.25013924,17.249860682,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"69",-91.750139242,17.249860682,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"70",-91.250139244,17.249860682,"B",19.9408961570847,6.01540647085466,0.0794914667039779,0.0922815325515541,0.0158992458813143,0.899702295769095,0.105252537703578
"71",-90.750139246,17.249860682,"B",19.9408961570847,6.01540647085466,0.0794914667039779,0.0922815325515541,0.0158992458813143,0.899702295769095,0.105252537703578
"72",-90.250139248,17.249860682,"B",19.9408961570847,6.01540647085466,0.0794914667039779,0.0922815325515541,0.0158992458813143,0.899702295769095,0.105252537703578
"73",-89.75013925,17.249860682,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"74",-88.750139254,17.249860682,"C",7.31667239810559,3.00391735873687,0.0881713080600871,0.133519431943272,0.0153678525825068,0.551666389213231,0.0771101244001508
"75",-88.250139256,17.249860682,"C",7.31667239810559,3.00391735873687,0.0881713080600871,0.133519431943272,0.0153678525825068,0.551666389213231,0.0771101244001508
"76",-95.250139228,16.749860684,"C",6.08144675362412,3.03983908654787,0.0851313497835603,0.143321017930613,0.0255324773042428,0.468748779469444,0.105327402426267
"77",-94.250139232,16.749860684,"C",6.08144675362412,3.03983908654787,0.0851313497835603,0.143321017930613,0.0255324773042428,0.468748779469444,0.105327402426267
"78",-93.750139234,16.749860684,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"79",-93.250139236,16.749860684,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"80",-92.750139238,16.749860684,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"81",-92.25013924,16.749860684,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"82",-91.750139242,16.749860684,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"83",-91.250139244,16.749860684,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"84",-90.750139246,16.749860684,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"85",-90.250139248,16.749860684,"B",19.9408961570847,6.01540647085466,0.0794914667039779,0.0922815325515541,0.0158992458813143,0.899702295769095,0.105252537703578
"86",-89.75013925,16.749860684,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"87",-89.250139252,16.749860684,"C",5.85335791848447,2.40313388698949,0.0838377859085479,0.133519431943272,0.0153678525825068,0.461607080873839,0.0645219286984948
"88",-88.750139254,16.749860684,"C",5.85335791848447,2.40313388698949,0.0838377859085479,0.133519431943272,0.0153678525825068,0.461607080873839,0.0645219286984948
"89",-88.250139256,16.749860684,"C",7.31667239810559,3.00391735873687,0.0881713080600871,0.133519431943272,0.0153678525825068,0.551666389213231,0.0771101244001508
"90",-95.750139226,16.249860686,"C",6.08144675362412,3.03983908654787,0.0851313497835603,0.143321017930613,0.0255324773042428,0.468748779469444,0.105327402426267
"91",-93.250139236,16.249860686,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"92",-92.750139238,16.249860686,"B",19.9408961570847,6.01540647085466,0.0794914667039779,0.0922815325515541,0.0158992458813143,0.899702295769095,0.105252537703578
"93",-92.25013924,16.249860686,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"94",-91.750139242,16.249860686,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"95",-91.250139244,16.249860686,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"96",-90.750139246,16.249860686,"C",7.21922869039978,3.52536000842525,0.0861527970827191,0.143321017930613,0.0255324773042428,0.465001276384213,0.104485342067201
"97",-90.250139248,16.249860686,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"98",-89.75013925,16.249860686,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"99",-89.250139252,16.249860686,"C",5.85335791848447,2.40313388698949,0.0838377859085479,0.133519431943272,0.0153678525825068,0.461607080873839,0.0645219286984948
"100",-88.750139254,16.249860686,"C",7.31667239810559,3.00391735873687,0.0881713080600871,0.133519431943272,0.0153678525825068,0.551666389213231,0.0771101244001508
"101",-88.250139256,16.249860686,"C",8.61774792736512,3.0027959132325,0.0952039621735098,0.133519431943272,0.0153678525825068,0.690431280730195,0.0965062272921664
"102",-86.750139262,16.249860686,"C",8.61774792736512,3.0027959132325,0.0952039621735098,0.133519431943272,0.0153678525825068,0.690431280730195,0.0965062272921664
"103",-86.250139264,16.249860686,"C",8.61774792736512,3.0027959132325,0.0952039621735098,0.133519431943272,0.0153678525825068,0.690431280730195,0.0965062272921664
"104",-85.750139266,16.249860686,"C",8.61774792736512,3.0027959132325,0.0952039621735098,0.133519431943272,0.0153678525825068,0.690431280730195,0.0965062272921664
"105",-93.250139236,15.749860688,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"106",-92.750139238,15.749860688,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"107",-92.25013924,15.749860688,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"108",-91.750139242,15.749860688,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"109",-91.250139244,15.749860688,"C",7.21922869039978,3.52536000842525,0.0861527970827191,0.143321017930613,0.0255324773042428,0.465001276384213,0.104485342067201
"110",-90.750139246,15.749860688,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"111",-90.250139248,15.749860688,"C",5.41444651779984,2.64402000631894,0.081475355176671,0.143321017930613,0.0255324773042428,0.367557622688874,0.0825898462788778
"112",-89.75013925,15.749860688,"C",5.85335791848447,2.40313388698949,0.0838377859085479,0.133519431943272,0.0153678525825068,0.461607080873839,0.0645219286984948
"113",-89.250139252,15.749860688,"C",5.85335791848447,2.40313388698949,0.0838377859085479,0.133519431943272,0.0153678525825068,0.461607080873839,0.0645219286984948
"114",-88.750139254,15.749860688,"C",5.85335791848447,2.40313388698949,0.0838377859085479,0.133519431943272,0.0153678525825068,0.461607080873839,0.0645219286984948
"115",-88.250139256,15.749860688,"C",5.85335791848447,2.40313388698949,0.0838377859085479,0.133519431943272,0.0153678525825068,0.461607080873839,0.0645219286984948
